name,firstName,lastName,slug,shortName,position,jerseyNumber,height,userCount,gender,sofascoreId,country,id,marketValueCurrency,dateOfBirthTimestamp,proposedMarketValueRaw,fieldTranslations,teamId,shirtNumber,jerseyNumber,position,substitute,totalPass,accuratePass,totalLongBalls,accurateLongBalls,goalAssist,accurateOwnHalfPasses,totalOwnHalfPasses,accurateOppositionHalfPasses,totalOppositionHalfPasses,duelLost,challengeLost,ballRecovery,goodHighClaim,savedShotsFromInsideTheBox,penaltyFaced,saves,minutesPlayed,touches,rating,possessionLostCtrl,expectedAssists,keeperSaveValue,ratingVersions,totalShots,goalsPrevented,passValueNormalized,defensiveValueNormalized,goalkeeperValueNormalized,statisticsType,totalCross,aerialLost,aerialWon,duelWon,totalContest,outfielderBlock,interceptionWon,totalTackle,wonTackle,unsuccessfulTouch,penaltyConceded,wasFouled,fouls,topSpeed,kilometersCovered,numberOfSprints,totalBallCarriesDistance,ballCarriesCount,totalProgression,bestBallCarryProgression,totalProgressiveBallCarriesDistance,progressiveBallCarriesCount,dribbleValueNormalized,metersCoveredRunningKm,metersCoveredHighSpeedRunningKm,metersCoveredSprintingKm,dispossessed,totalClearance,wonContest,clearanceOffLine,lastManTackle,blockedScoringAttempt,expectedGoals,keyPass,shotValueNormalized,bigChanceCreated,shotOffTarget,bigChanceMissed,onTargetScoringAttempt,expectedGoalsOnTarget,goals,totalOffside,totalKeeperSweeper,accurateKeeperSweeper,penaltyWon,accurateCross,errorLeadToAShot,teamName,captain,match_id,home_team,away_team,home_score,away_score,tournament,season,status,start_time
Aurélien Tchouaméni,Aurelien,Tchouameni,aurelien-tchouameni,A. Tchouaméni,M,14,188,164665,M,ATchouameni,"{'alpha2': 'FR', 'alpha3': 'FRA', 'name': 'France', 'slug': 'france'}",859025,EUR,948931200,"{'value': 73000000, 'currency': 'EUR'}","{'nameTranslation': {'ar': 'أوريليان تشواميني', 'bn': 'অরেলিয়ান চৌমেনি', 'hi': 'ऑरेलियन टचौमेनी', 'ru': 'Орельен Тчуамени'}, 'shortNameTranslation': {'ar': 'أ. تشواميني', 'bn': 'এ. চৌমেনি', 'hi': 'ए. टचौमेनी', 'ru': 'О. Тчуамени'}}",4481,8,8,M,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,France,,12813003,France,England,4,6,"FIFA World Cup, Knockout",World Cup 2026,Ended,1784408400
Maghnes Akliouche,,,maghnes-akliouche,M. Akliouche,M,11,183,10390,M,iwvgyc,"{'alpha2': 'FR', 'alpha3': 'FRA', 'name': 'France', 'slug': 'france'}",1130939,EUR,1014595200,"{'value': 49000000, 'currency': 'EUR'}","{'nameTranslation': {'ar': 'ماغنيس أكليوش', 'bn': 'ম্যাগনেস আকলিউচে', 'hi': 'माघनेस अक्लिओचे', 'ru': 'Магнес Аклиуш'}, 'shortNameTranslation': {'ar': 'م. أكليوش', 'bn': 'এম. আকলিউচে', 'hi': 'एम. अक्लिओचे', 'ru': 'М. Аклиуш'}}",4481,25,25,M,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,France,,12813003,France,England,4,6,"FIFA World Cup, Knockout",World Cup 2026,Ended,1784408400
Manu Koné,,,manu-kone,M. Koné,M,17,186,20077,M,6ggbdw,"{'alpha2': 'FR', 'alpha3': 'FRA', 'name': 'France', 'slug': 'france'}",974087,EUR,990057600,"{'value': 47000000, 'currency': 'EUR'}","{'nameTranslation': {'ar': 'مانو كوني', 'bn': 'মনু কোনে', 'hi': 'मनु कोने', 'ru': 'Ману Коне'}, 'shortNameTranslation': {'ar': 'م. كوني', 'bn': 'এম. কোনে', 'hi': 'एम. कोने', 'ru': 'М. Коне'}}",4481,6,6,M,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,France,,12813003,France,England,4,6,"FIFA World Cup, Knockout",World Cup 2026,Ended,1784408400
N'Golo Kanté,,,n-golo-kante,N. Kanté,M,17,169,52065,M,nglkante,"{'alpha2': 'FR', 'alpha3': 'FRA', 'name': 'France', 'slug': 'france'}",234148,EUR,670204800,"{'value': 3900000, 'currency': 'EUR'}","{'nameTranslation': {'ar': 'نغولو كانتي', 'bn': ""এন'গোলো কান্তে"", 'hi': 'नगोलो कंटे', 'ru': ""Н'Голо Канте""}, 'shortNameTranslation': {'ar': 'ن. كانتي', 'bn': 'এন. কান্তে', 'hi': 'एन. कंटे', 'ru': 'Н. Канте'}}",4481,13,13,M,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,France,,12813003,France,England,4,6,"FIFA World Cup, Knockout",World Cup 2026,Ended,1784408400
Jean-Philippe Mateta,Jean Philippe,Mateta,jean-philippe-mateta,J. Mateta,F,14,192,14283,M,Matetajphilippe,"{'alpha2': 'FR', 'alpha3': 'FRA', 'name': 'France', 'slug': 'france'}",848276,EUR,867456000,"{'value': 29000000, 'currency': 'EUR'}","{'nameTranslation': {'ar': 'جان فيليب ماتيتا', 'bn': 'জিন-ফিলিপ মাটেটা', 'hi': 'जीन-फिलिप माटेटा', 'ru': 'Жан-Филипп Матета'}, 'shortNameTranslation': {'ar': 'ج. ماتيتا', 'bn': 'জে. মাটেটা', 'hi': 'जे. माटेटा', 'ru': 'Ж. Матета'}}",4481,22,22,F,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,France,,12813003,France,England,4,6,"FIFA World Cup, Knockout",World Cup 2026,Ended,1784408400
Marcus Thuram,Marcus,Thuram,marcus-thuram,M. Thuram,F,9,192,30811,M,m_thuram,"{'alpha2': 'FR', 'alpha3': 'FRA', 'name': 'France', 'slug': 'france'}",791702,EUR,870825600,"{'value': 52000000, 'currency': 'EUR'}","{'nameTranslation': {'ar': 'ماركوس تورام', 'bn': 'থুরাম, মার্কাস', 'hi': 'थुरम, मार्कस', 'ru': 'Маркус Тюрам'}, 'shortNameTranslation': {'ar': 'م. تورام', 'bn': 'এম. থুরাম', 'hi': 'एम. मार्कस', 'ru': 'М. Тюрам'}}",4481,9,9,F,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,France,,12813003,France,England,4,6,"FIFA World Cup, Knockout",World Cup 2026,Ended,1784408400
Dean Henderson,Dean,Henderson,dean-henderson,D. Henderson,G,1,188,7074,M,deanhenderson,"{'alpha2': 'EN', 'alpha3': 'ENG', 'name': 'England', 'slug': 'england'}",788134,EUR,858124800,"{'value': 29000000, 'currency': 'EUR'}","{'nameTranslation': {'ar': 'دين هندرسون', 'bn': 'ডিন হেন্ডারসন', 'hi': 'डीन हेंडरसन', 'ru': 'Дин Хендерсон'}, 'shortNameTranslation': {'ar': 'د. هندرسون', 'bn': 'ডি. হেন্ডারসন', 'hi': 'डी. हेंडरसन', 'ru': 'Д. Хендерсон'}}",4713,13,13,G,False,37.0,28.0,13.0,4.0,0.0,26.0,29.0,2.0,8.0,,,6.0,,2.0,,5.0,90.0,47.0,7.4,9.0,0.00223411,0.9277,"{'original': 7.4, 'alternative': 7}",0,0.1636,0.17,-0.38,0.6,"{'sportSlug': 'football', 'statisticsType': 'player'}",,,,,,,1.0,,,,,,,,,,47.756242589961,8.0,23.143660058091,,,0.0,0.02,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,England,,12813003,France,England,4,6,"FIFA World Cup, Knockout",World Cup 2026,Ended,1784408400
Jarell Quansah,,,jarell-quansah,J. Quansah,D,4,190,15025,M,jarellquansah,"{'alpha2': 'EN', 'alpha3': 'ENG', 'name': 'England', 'slug': 'england'}",1003339,EUR,1043798400,"{'value': 48000000, 'currency': 'EUR'}","{'nameTranslation': {'ar': 'جاريل كوانسا', 'bn': 'জারেল কোয়ানসাহ', 'hi': 'जेरेल क्वांसाह', 'ru': 'Джарелл Куанса'}, 'shortNameTranslation': {'ar': 'ج. كوانسا', 'bn': 'জে. কোয়ানসাহ', 'hi': 'जे. क्वांसाह', 'ru': 'Д. Куанса'}}",4713,26,26,D,False,35.0,32.0,2.0,1.0,0.0,22.0,25.0,10.0,10.0,3.0,2.0,5.0,,,,,83.0,44.0,6.2,5.0,0.00410442,,"{'original': 6.2, 'alternative': 6.2}",0,,0.08,-0.49,,"{'sportSlug': 'football', 'statisticsType': 'player'}",,,,4.0,1.0,,,1.0,,1.0,,2.0,1.0,31.51,8.4,4.0,97.748885828765,11.0,52.267766722614,21.395353144665,22.050943653277,1.0,0.16,1.32,0.39,0.04,,1.0,1.0,,,,,,,,,,,,,,,,,,,England,,12813003,France,England,4,6,"FIFA World Cup, Knockout",World Cup 2026,Ended,1784408400
Ezri Konsa,,,ezri-konsa,E. Konsa,D,4,183,6332,M,h24msc,"{'alpha2': 'EN', 'alpha3': 'ENG', 'name': 'England', 'slug': 'england'}",827679,EUR,877564800,"{'value': 42000000, 'currency': 'EUR'}","{'nameTranslation': {'ar': 'إزري كونسا', 'bn': 'ইজরি কনসা', 'hi': 'एज़री कोंसा', 'ru': 'Эзри Конса'}, 'shortNameTranslation': {'ar': 'إ. كونسا', 'bn': 'ই. কনসা', 'hi': 'ई. कोंसा', 'ru': 'Э. Конса'}}",4713,2,2,D,False,47.0,45.0,1.0,,0.0,40.0,40.0,5.0,7.0,2.0,,7.0,,,,,90.0,61.0,7.3,3.0,0.00257109,,"{'original': 7.3, 'alternative': 7.4}",1,,0.14,-0.59,,"{'sportSlug': 'football', 'statisticsType': 'player'}",,,2.0,6.0,2.0,1.0,4.0,2.0,2.0,,,,1.0,29.25,9.24,9.0,103.37476026659,15.0,35.814409170582,,,0.0,0.18,1.17,0.38,0.1,1.0,1.0,2.0,,,,0.0943,,0.49,,,,1.0,0.6918,1.0,,,,,,,England,,12813003,France,England,4,6,"FIFA World Cup, Knockout",World Cup 2026,Ended,1784408400
Marc Guéhi,Marc,Guehi,marc-guehi,M. Guéhi,D,15,182,30446,M,MarcGuehi13,"{'alpha2': 'EN', 'alpha3': 'ENG', 'name': 'England', 'slug': 'england'}",877994,EUR,963446400,"{'value': 66000000, 'currency': 'EUR'}","{'nameTranslation': {'ar': 'مارك غيهي', 'bn': 'মার্ক গুয়েহি', 'hi': 'मार्क गुएही', 'ru': 'Марк Гехи'}, 'shortNameTranslation': {'ar': 'م. غيهي', 'bn': 'এম. গুয়েহি', 'hi': 'एम. गुएही', 'ru': 'М. Гехи'}}",4713,6,6,D,False,77.0,72.0,5.0,1.0,0.0,59.0,62.0,13.0,15.0,1.0,,1.0,,,,,89.0,88.0,7.3,5.0,0.00413899,,"{'original': 7.3, 'alternative': 6.9}",0,,0.27,0.74,,"{'sportSlug': 'football', 'statisticsType': 'player'}",,,,4.0,1.0,,2.0,2.0,1.0,,,1.0,1.0,30.37,9.07,8.0,272.76757869678,32.0,179.94019528315,30.557943725582,32.888672578868,1.0,0.23,1.14,0.46,0.07,,3.0,1.0,,2.0,,,1.0,,,,,,,,,,,,,,England,,12813003,France,England,4,6,"FIFA World Cup, Knockout",World Cup 2026,Ended,1784408400
Djed Spence,,,djed-spence,D. Spence,D,24,184,14853,M,fpquam,"{'alpha2': 'EN', 'alpha3': 'ENG', 'name': 'England', 'slug': 'england'}",945798,EUR,965779200,"{'value': 31000000, 'currency': 'EUR'}","{'nameTranslation': {'ar': 'دجيد سبينس', 'bn': 'জেড. স্পেন্স', 'hi': 'जेड स्पेंस', 'ru': 'Джед Спенс'}, 'shortNameTranslation': {'ar': 'د. سبينس', 'bn': 'ডি. স্পেন্স', 'hi': 'डी. स्पेंस', 'ru': 'Д. Спенс'}}",4713,25,25,D,False,37.0,32.0,2.0,1.0,0.0,16.0,18.0,16.0,19.0,5.0,,3.0,,,,,90.0,60.0,6.9,9.0,0.0108482,,"{'original': 6.9, 'alternative': 7.2}",0,,0.08,-0.26,,"{'sportSlug': 'football', 'statisticsType': 'player'}",,,,10.0,4.0,,1.0,5.0,3.0,1.0,,2.0,2.0,34.45,9.68,22.0,225.18900871601,15.0,102.6061809989,34.141141911009,110.0311110728,4.0,0.1,1.32,0.48,0.33,2.0,3.0,3.0,,1.0,,,,,,,,,,,,,,1.0,,,England,,12813003,France,England,4,6,"FIFA World Cup, Knockout",World Cup 2026,Ended,1784408400
Declan Rice,Declan,Rice,declan-rice,D. Rice,M,41,188,81399,M,DeclanRice,"{'alpha2': 'EN', 'alpha3': 'ENG', 'name': 'England', 'slug': 'england'}",856714,EUR,916272000,"{'value': 114000000, 'currency': 'EUR'}","{'nameTranslation': {'ar': 'ديكلان رايس', 'bn': 'ডেক্লান রাইস', 'hi': 'डेक्लान राइस', 'ru': 'Деклан Райс'}, 'shortNameTranslation': {'ar': 'د. رايس', 'bn': 'ডি. রাইস', 'hi': 'डी. राइस', 'ru': 'Д. Райс'}}",4713,4,4,M,False,91.0,87.0,3.0,2.0,1.0,62.0,63.0,25.0,28.0,2.0,1.0,8.0,,,,,90.0,112.0,9.6,7.0,0.199575,,"{'original': 9.6, 'alternative': 8.6}",1,,0.73,0.19,,"{'sportSlug': 'football', 'statisticsType': 'player'}",5.0,,,7.0,,2.0,3.0,7.0,2.0,1.0,,,1.0,32.83,10.23,10.0,207.98039717587,27.0,28.477341216067,20.161530561416,31.633785873687,2.0,0.29,1.12,0.38,0.2,,,,,,,0.0447,2.0,0.51,,,,1.0,0.2935,1.0,,,,,3.0,,England,True,12813003,France,England,4,6,"FIFA World Cup, Knockout",World Cup 2026,Ended,1784408400
Bukayo Saka,Bukayo,Saka,bukayo-saka,B. Saka,F,7,178,213476,M,BSaka7,"{'alpha2': 'EN', 'alpha3': 'ENG', 'name': 'England', 'slug': 'england'}",934235,EUR,999648000,"{'value': 115000000, 'currency': 'EUR'}","{'nameTranslation': {'ar': 'بوكايو ساكا', 'bn': 'বুকায়ো সাকা', 'hi': 'बुकायो साका', 'ru': 'Букайо Сака'}, 'shortNameTranslation': {'ar': 'ب. ساكا', 'bn': 'বি. সাকা', 'hi': 'बी. साका', 'ru': 'Б. Сака'}}",4713,7,7,M,False,23.0,18.0,2.0,1.0,0.0,8.0,10.0,10.0,13.0,5.0,,5.0,,,,,90.0,42.0,9.5,10.0,0.207253,,"{'original': 9.5, 'alternative': 9.4}",5,,-0.33,-0.16,,"{'sportSlug': 'football', 'statisticsType': 'player'}",4.0,4.0,,6.0,1.0,,,3.0,1.0,1.0,,2.0,,34.62,10.48,20.0,209.60341984469,17.0,133.57251709134,24.828668949424,123.93999099729,6.0,0.48,1.73,0.79,0.35,1.0,,1.0,,,1.0,1.4944,3.0,1.0,1.0,,1.0,4.0,2.2047,3.0,1.0,,,,1.0,,England,,12813003,France,England,4,6,"FIFA World Cup, Knockout",World Cup 2026,Ended,1784408400
Morgan Rogers,,,morgan-rogers,M. Rogers,M,27,187,30403,M,mrogers,"{'alpha2': 'EN', 'alpha3': 'ENG', 'name': 'England', 'slug': 'england'}",948261,EUR,1027641600,"{'value': 86000000, 'currency': 'EUR'}","{'nameTranslation': {'ar': 'مورغان روجرز', 'bn': 'মরগান রজার্স', 'hi': 'मॉर्गन रोजर्स', 'ru': 'Морган Роджерс'}, 'shortNameTranslation': {'ar': 'م. روجرز', 'bn': 'এম. রজার্স', 'hi': 'एम. रोजर्स', 'ru': 'М. Роджерс'}}",4713,17,17,M,False,42.0,38.0,3.0,3.0,0.0,23.0,24.0,15.0,18.0,4.0,2.0,6.0,,,,,90.0,52.0,6.5,7.0,0.0597965,,"{'original': 6.5, 'alternative': 6.6}",1,,0.12,-0.42,,"{'sportSlug': 'football', 'statisticsType': 'player'}",,,,5.0,3.0,,,1.0,,,,2.0,,32.67,11.15,7.0,171.47883952315,22.0,70.688913430187,13.195773236049,13.337799256249,1.0,0.12,1.71,0.63,0.16,1.0,,2.0,,,1.0,0.0676,3.0,0.02,,,,,,,,,,,,1.0,England,,12813003,France,England,4,6,"FIFA World Cup, Knockout",World Cup 2026,Ended,1784408400
Eberechi Eze,Eberechi,Eze,eberechi-eze,E. Eze,M,10,178,67075,M,eze,"{'alpha2': 'EN', 'alpha3': 'ENG', 'name': 'England', 'slug': 'england'}",864921,EUR,899078400,"{'value': 69000000, 'currency': 'EUR'}","{'nameTranslation': {'ar': 'إيبيريشي إيزي', 'bn': 'ইবেরেচি এজ', 'hi': 'एबेरची ईज़े', 'ru': 'Эберечи Эзе'}, 'shortNameTranslation': {'ar': 'إ. إيزي', 'bn': 'ই. এজ', 'hi': 'ई. ईज़े', 'ru': 'Э. Эзе'}}",4713,21,21,M,False,56.0,56.0,,,1.0,33.0,33.0,23.0,23.0,1.0,,2.0,,,,,79.0,69.0,7.5,4.0,0.834439,,"{'original': 7.5, 'alternative': 7.8}",3,,0.58,-0.1,,"{'sportSlug': 'football', 'statisticsType': 'player'}",,,,4.0,3.0,,,,,2.0,,1.0,1.0,32.33,8.84,9.0,138.48465829734,19.0,24.933774770681,11.367245932639,22.178072504165,1.0,0.25,1.64,0.36,0.14,,1.0,3.0,,,2.0,0.0785,2.0,-0.23,,1.0,,,,,,,,,,,England,,12813003,France,England,4,6,"FIFA World Cup, Knockout",World Cup 2026,Ended,1784408400
Marcus Rashford,Marcus,Rashford,marcus-rashford,M. Rashford,F,10,188,397823,M,Rashford,"{'alpha2': 'EN', 'alpha3': 'ENG', 'name': 'England', 'slug': 'england'}",814590,EUR,878256000,"{'value': 38000000, 'currency': 'EUR'}","{'nameTranslation': {'ar': 'ماركوس راشفورد', 'bn': 'মার্কাস রাশফোর্ড', 'hi': 'मार्कस रैशफोर्ड', 'ru': 'Маркус Рашфорд'}, 'shortNameTranslation': {'ar': 'م. راشفورد', 'bn': 'এম. রাশফোর্ড', 'hi': 'एम. रैशफोर्ड', 'ru': 'М. Рашфорд'}}",4713,11,11,M,False,20.0,18.0,1.0,,1.0,8.0,8.0,10.0,12.0,2.0,,1.0,,,,,45.0,34.0,6.9,7.0,0.065305,,"{'original': 6.9, 'alternative': 7.7}",3,,0.25,0.13,,"{'sportSlug': 'football', 'statisticsType': 'player'}",2.0,,,2.0,3.0,,,,,,,,,33.99,5.9,16.0,97.95297129039,10.0,75.028859761091,25.409827468375,57.66448812068,3.0,0.35,0.86,0.34,0.34,1.0,,2.0,,,1.0,0.5092,3.0,-0.54,3.0,,1.0,2.0,0.3096,,,,,,,,England,,12813003,France,England,4,6,"FIFA World Cup, Knockout",World Cup 2026,Ended,1784408400
Ivan Toney,Ivan,Toney,ivan-toney,I. Toney,F,17,185,16940,M,ivantoney,"{'alpha2': 'EN', 'alpha3': 'ENG', 'name': 'England', 'slug': 'england'}",290927,EUR,826934400,"{'value': 22000000, 'currency': 'EUR'}","{'nameTranslation': {'ar': 'إيفان توني', 'bn': 'ইভান টোনি', 'hi': 'इवान टोनी', 'ru': 'Иван Тони'}, 'shortNameTranslation': {'ar': 'إ. توني', 'bn': 'আই. টনি', 'hi': 'आई. टोनी', 'ru': 'И. Тони'}}",4713,22,22,F,False,18.0,14.0,2.0,1.0,0.0,8.0,9.0,6.0,9.0,4.0,,2.0,,,,,79.0,34.0,6.9,7.0,0.00255655,,"{'original': 6.9, 'alternative': 6.4}",2,,-0.25,0.18,,"{'sportSlug': 'football', 'statisticsType': 'player'}",,2.0,1.0,6.0,,,,2.0,,1.0,,3.0,,27.72,8.52,8.0,59.381191659927,11.0,7.8565004635427,,,0.0,0.17,1.37,0.4,0.09,2.0,1.0,,,,1.0,0.1122,,0.09,,,1.0,1.0,0.4185,,2.0,,,,,,England,,12813003,France,England,4,6,"FIFA World Cup, Knockout",World Cup 2026,Ended,1784408400
Ollie Watkins,Ollie,Watkins,ollie-watkins,O. Watkins,F,11,179,24028,M,OllieWatkins,"{'alpha2': 'EN', 'alpha3': 'ENG', 'name': 'England', 'slug': 'england'}",555386,EUR,820281600,"{'value': 26000000, 'currency': 'EUR'}","{'nameTranslation': {'ar': 'أولي واتكينز', 'bn': 'অলি ওয়াটকিন্স', 'hi': 'ओली वॉटकिंस', 'ru': 'Олли Уоткинс'}, 'shortNameTranslation': {'ar': 'أ. واتكينز', 'bn': 'ও. ওয়াটকিন্স', 'hi': 'ओ. वॉटकिंस', 'ru': 'О. Уоткинс'}}",4713,19,19,F,True,11.0,9.0,,,0.0,4.0,4.0,5.0,7.0,6.0,,,,,,,45.0,23.0,6.7,7.0,0.35992,,"{'original': 6.7, 'alternative': 7.1}",1,,-0.34,0.29,,"{'sportSlug': 'football', 'statisticsType': 'player'}",1.0,2.0,2.0,6.0,3.0,,,2.0,2.0,1.0,,,1.0,34.69,4.9,11.0,65.486058443614,6.0,55.395644556359,20.290530251649,40.960718345866,2.0,0.26,0.69,0.36,0.31,2.0,,2.0,,,,0.0483,2.0,-0.34,1.0,1.0,,,,,,,,,,,England,,12813003,France,England,4,6,"FIFA World Cup, Knockout",World Cup 2026,Ended,1784408400
Elliot Anderson,,,elliot-anderson,E. Anderson,M,8,179,32135,M,n5za3f,"{'alpha2': 'EN', 'alpha3': 'ENG', 'name': 'England', 'slug': 'england'}",994546,EUR,1036540800,"{'value': 68000000, 'currency': 'EUR'}","{'nameTranslation': {'ar': 'إليوت أندرسون', 'bn': 'এলিয়ট অ্যান্ডারসন', 'hi': 'इलियट एंडरसन', 'ru': 'Эллиот Андерсон'}, 'shortNameTranslation': {'ar': 'إ. أندرسون', 'bn': 'ই. অ্যান্ডারসন', 'hi': 'ई. एंडरसन', 'ru': 'Э. Андерсон'}}",4713,8,8,M,True,11.0,11.0,,,0.0,8.0,8.0,3.0,3.0,1.0,,1.0,,,,,11.0,14.0,6.5,1.0,0.00053756,,"{'original': 6.5, 'alternative': 6.5}",0,,0.02,-0.02,,"{'sportSlug': 'football', 'statisticsType': 'player'}",,,,1.0,,,,1.0,1.0,,,,,27.95,1.88,4.0,27.133396471152,5.0,-11.38314645605,,,0.0,-0.14,0.26,0.13,0.04,1.0,,,,,,,,,,,,,,,,,,,,,England,,12813003,France,England,4,6,"FIFA World Cup, Knockout",World Cup 2026,Ended,1784408400
Jude Bellingham,,,jude-bellingham,J. Bellingham,M,5,188,1351843,M,JudeBell,"{'alpha2': 'EN', 'alpha3': 'ENG', 'name': 'England', 'slug': 'england'}",991011,EUR,1056844800,"{'value': 123000000, 'currency': 'EUR'}","{'nameTranslation': {'ar': 'جود بيلينغهام', 'bn': 'জুড বেলিংহাম', 'hi': 'जूड बेलिंघम', 'ru': 'Джуд Беллингем'}, 'shortNameTranslation': {'ar': 'ج. بيلينغهام', 'bn': 'জে. বেলিংহাম', 'hi': 'जे. बेलिंघम', 'ru': 'Д. Беллингем'}}",4713,10,10,M,True,9.0,6.0,1.0,1.0,0.0,2.0,4.0,4.0,5.0,2.0,1.0,1.0,,,,,11.0,20.0,8.2,5.0,0.00214113,,"{'original': 8.2, 'alternative': 7.7}",2,,0.01,-0.11,,"{'sportSlug': 'football', 'statisticsType': 'player'}",,,,6.0,5.0,,,,,1.0,,1.0,,32.96,1.91,4.0,53.811906832947,6.0,24.046765773366,7.3585492815038,7.4874350748437,1.0,0.53,0.35,0.15,0.06,1.0,,5.0,,,,0.437,,0.53,,,1.0,2.0,1.0672,1.0,,,,,,,England,,12813003,France,England,4,6,"FIFA World Cup, Knockout",World Cup 2026,Ended,1784408400
Reece James,Reece,James,reece-james,R. James,D,24,180,56812,M,ReeceJ,"{'alpha2': 'EN', 'alpha3': 'ENG', 'name': 'England', 'slug': 'england'}",885908,EUR,944611200,"{'value': 63000000, 'currency': 'EUR'}","{'nameTranslation': {'ar': 'ريس جيمس', 'bn': 'রিস জেমস', 'hi': 'रीस जेम्स', 'ru': 'Рис Джеймс'}, 'shortNameTranslation': {'ar': 'ر. جيمس', 'bn': 'আর. জেমস', 'hi': 'आर. जेम्स', 'ru': 'Р. Джеймс'}}",4713,24,24,D,True,4.0,3.0,,,0.0,2.0,2.0,1.0,2.0,,,,,,,,16.0,8.0,6.5,1.0,0.00025051,,"{'original': 6.5, 'alternative': 6.7}",0,,-0.01,-0.07,,"{'sportSlug': 'football', 'statisticsType': 'player'}",,,,2.0,1.0,1.0,,1.0,1.0,,,,,26.29,1.35,2.0,3.8115384033222,1.0,-1.2910646587393,,,0.0,0.05,0.17,0.12,0.03,,1.0,1.0,,,,,,,,,,,,,,,,,,,England,,12813003,France,England,4,6,"FIFA World Cup, Knockout",World Cup 2026,Ended,1784408400
Trevoh Chalobah,Trevoh,Chalobah,trevoh-chalobah,T. Chalobah,D,23,190,16576,M,yungchalobah,"{'alpha2': 'EN', 'alpha3': 'ENG', 'name': 'England', 'slug': 'england'}",826134,EUR,931132800,"{'value': 43000000, 'currency': 'EUR'}","{'nameTranslation': {'ar': 'تريفوه تشالوبا', 'bn': 'ত্রেভহ চালোবাহ', 'hi': 'ट्रेवोह चालोबा', 'ru': 'Трево Чалоба'}, 'shortNameTranslation': {'ar': 'ت. تشالوبا', 'bn': 'টি. চালোবাহ', 'hi': 'टी. चालोबा', 'ru': 'Т. Чалоба'}}",4713,12,12,D,True,,,,,0.0,,,,,1.0,1.0,,,,,,1.0,1.0,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",,,,,,,,,,,,,,24.11,0.38,0.0,,,,,,,,0.03,0.02,0.0,,1.0,,,,,,,,,,,,,,,,,,,,England,,12813003,France,England,4,6,"FIFA World Cup, Knockout",World Cup 2026,Ended,1784408400
James Trafford,James,Trafford,james-trafford,J. Trafford,G,1,197,25648,M,jvvwqy,"{'alpha2': 'EN', 'alpha3': 'ENG', 'name': 'England', 'slug': 'england'}",980643,EUR,1034208000,"{'value': 27000000, 'currency': 'EUR'}","{'nameTranslation': {'ar': 'جيمس ترافورد', 'bn': 'জেমস ট্র্যাফোর্ড', 'hi': 'जेम्स ट्रैफोर्ड', 'ru': 'Джеймс Траффорд'}, 'shortNameTranslation': {'ar': 'ج. ترافورد', 'bn': 'জে. ট্র্যাফোর্ড', 'hi': 'जे. ट्रैफोर्ड', 'ru': 'Д. Траффорд'}}",4713,23,23,G,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,England,,12813003,France,England,4,6,"FIFA World Cup, Knockout",World Cup 2026,Ended,1784408400
