name,firstName,lastName,slug,shortName,position,jerseyNumber,height,userCount,gender,sofascoreId,country,id,marketValueCurrency,dateOfBirthTimestamp,proposedMarketValueRaw,fieldTranslations,teamId,shirtNumber,jerseyNumber,position,substitute,totalPass,accuratePass,totalLongBalls,accurateLongBalls,goalAssist,accurateOwnHalfPasses,totalOwnHalfPasses,accurateOppositionHalfPasses,totalOppositionHalfPasses,duelLost,challengeLost,ballRecovery,goodHighClaim,savedShotsFromInsideTheBox,penaltyFaced,saves,minutesPlayed,touches,rating,possessionLostCtrl,expectedAssists,keeperSaveValue,ratingVersions,totalShots,goalsPrevented,passValueNormalized,defensiveValueNormalized,goalkeeperValueNormalized,statisticsType,totalCross,aerialLost,aerialWon,duelWon,totalContest,outfielderBlock,interceptionWon,totalTackle,wonTackle,unsuccessfulTouch,penaltyConceded,wasFouled,fouls,topSpeed,kilometersCovered,numberOfSprints,totalBallCarriesDistance,ballCarriesCount,totalProgression,bestBallCarryProgression,totalProgressiveBallCarriesDistance,progressiveBallCarriesCount,dribbleValueNormalized,metersCoveredRunningKm,metersCoveredHighSpeedRunningKm,metersCoveredSprintingKm,dispossessed,totalClearance,wonContest,clearanceOffLine,lastManTackle,blockedScoringAttempt,expectedGoals,keyPass,shotValueNormalized,bigChanceCreated,shotOffTarget,bigChanceMissed,onTargetScoringAttempt,expectedGoalsOnTarget,goals,totalOffside,totalKeeperSweeper,accurateKeeperSweeper,penaltyWon,accurateCross,errorLeadToAShot,teamName,captain,match_id,home_team,away_team,home_score,away_score,tournament,season,status,start_time
N'Golo Kanté,,,n-golo-kante,N. Kanté,M,17,169,52035,M,nglkante,"{'alpha2': 'FR', 'alpha3': 'FRA', 'name': 'France', 'slug': 'france'}",234148,EUR,670204800,"{'value': 3900000, 'currency': 'EUR'}","{'nameTranslation': {'ar': 'نغولو كانتي', 'bn': ""এন'গোলো কান্তে"", 'hi': 'नगोलो कंटे', 'ru': ""Н'Голо Канте""}, 'shortNameTranslation': {'ar': 'ن. كانتي', 'bn': 'এন. কান্তে', 'hi': 'एन. कंटे', 'ru': 'Н. Канте'}}",4481,13,13,M,TRUE,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,France,,12813003,France,England,4,6,"FIFA World Cup, Knockout",World Cup 2026,Ended,1784408400
Jean-Philippe Mateta,Jean Philippe,Mateta,jean-philippe-mateta,J. Mateta,F,14,192,14281,M,Matetajphilippe,"{'alpha2': 'FR', 'alpha3': 'FRA', 'name': 'France', 'slug': 'france'}",848276,EUR,867456000,"{'value': 29000000, 'currency': 'EUR'}","{'nameTranslation': {'ar': 'جان فيليب ماتيتا', 'bn': 'জিন-ফিলিপ মাটেটা', 'hi': 'जीन-फिलिप माटेटा', 'ru': 'Жан-Филипп Матета'}, 'shortNameTranslation': {'ar': 'ج. ماتيتا', 'bn': 'জে. মাটেটা', 'hi': 'जे. माटेटा', 'ru': 'Ж. Матета'}}",4481,22,22,F,TRUE,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,France,,12813003,France,England,4,6,"FIFA World Cup, Knockout",World Cup 2026,Ended,1784408400
Marcus Thuram,Marcus,Thuram,marcus-thuram,M. Thuram,F,9,192,30787,M,m_thuram,"{'alpha2': 'FR', 'alpha3': 'FRA', 'name': 'France', 'slug': 'france'}",791702,EUR,870825600,"{'value': 52000000, 'currency': 'EUR'}","{'nameTranslation': {'ar': 'ماركوس تورام', 'bn': 'থুরাম, মার্কাস', 'hi': 'थुरम, मार्कस', 'ru': 'Маркус Тюрам'}, 'shortNameTranslation': {'ar': 'م. تورام', 'bn': 'এম. থুরাম', 'hi': 'एम. मार्कस', 'ru': 'М. Тюрам'}}",4481,9,9,F,TRUE,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,France,,12813003,France,England,4,6,"FIFA World Cup, Knockout",World Cup 2026,Ended,1784408400
Dean Henderson,Dean,Henderson,dean-henderson,D. Henderson,G,1,188,6921,M,deanhenderson,"{'alpha2': 'EN', 'alpha3': 'ENG', 'name': 'England', 'slug': 'england'}",788134,EUR,858124800,"{'value': 29000000, 'currency': 'EUR'}","{'nameTranslation': {'ar': 'دين هندرسون', 'bn': 'ডিন হেন্ডারসন', 'hi': 'डीन हेंडरसन', 'ru': 'Дин Хендерсон'}, 'shortNameTranslation': {'ar': 'د. هندرسون', 'bn': 'ডি. হেন্ডারসন', 'hi': 'डी. हेंडरसन', 'ru': 'Д. Хендерсон'}}",4713,13,13,G,FALSE,37,28,13,4,0,26,29,2,8,,,6,,2,,5,90,47,7.4,9,0.00223411,0.9277,"{'original': 7.4, 'alternative': 7}",0,0.1636,0.17,-0.38,0.6,"{'sportSlug': 'football', 'statisticsType': 'player'}",,,,,,,1,,,,,,,,,,47.75624259,8,23.14366006,,,0,0.02,,,,,,,,,,,,,,,,,,,,1,1,,,,England,,12813003,France,England,4,6,"FIFA World Cup, Knockout",World Cup 2026,Ended,1784408400
Jarell Quansah,,,jarell-quansah,J. Quansah,D,4,190,15029,M,jarellquansah,"{'alpha2': 'EN', 'alpha3': 'ENG', 'name': 'England', 'slug': 'england'}",1003339,EUR,1043798400,"{'value': 48000000, 'currency': 'EUR'}","{'nameTranslation': {'ar': 'جاريل كوانسا', 'bn': 'জারেল কোয়ানসাহ', 'hi': 'जेरेल क्वांसाह', 'ru': 'Джарелл Куанса'}, 'shortNameTranslation': {'ar': 'ج. كوانسا', 'bn': 'জে. কোয়ানসাহ', 'hi': 'जे. क्वांसाह', 'ru': 'Д. Куанса'}}",4713,26,26,D,FALSE,35,32,2,1,0,22,25,10,10,3,2,5,,,,,83,44,6.2,5,0.00410442,,"{'original': 6.2, 'alternative': 6.2}",0,,0.08,-0.49,,"{'sportSlug': 'football', 'statisticsType': 'player'}",,,,4,1,,,1,,1,,2,1,31.51,8.4,4,97.74888583,11,52.26776672,21.39535314,22.05094365,1,0.16,1.32,0.39,0.04,,1,1,,,,,,,,,,,,,,,,,,,England,,12813003,France,England,4,6,"FIFA World Cup, Knockout",World Cup 2026,Ended,1784408400
Ezri Konsa,,,ezri-konsa,E. Konsa,D,4,183,6311,M,h24msc,"{'alpha2': 'EN', 'alpha3': 'ENG', 'name': 'England', 'slug': 'england'}",827679,EUR,877564800,"{'value': 42000000, 'currency': 'EUR'}","{'nameTranslation': {'ar': 'إزري كونسا', 'bn': 'ইজরি কনসা', 'hi': 'एज़री कोंसा', 'ru': 'Эзри Конса'}, 'shortNameTranslation': {'ar': 'إ. كونسا', 'bn': 'ই. কনসা', 'hi': 'ई. कोंसा', 'ru': 'Э. Конса'}}",4713,2,2,D,FALSE,47,45,1,,0,40,40,5,7,2,,7,,,,,90,61,7.3,3,0.00257109,,"{'original': 7.3, 'alternative': 7.4}",1,,0.14,-0.59,,"{'sportSlug': 'football', 'statisticsType': 'player'}",,,2,6,2,1,4,2,2,,,,1,29.25,9.24,9,103.3747603,15,35.81440917,,,0,0.18,1.17,0.38,0.1,1,1,2,,,,0.0943,,0.49,,,,1,0.6918,1,,,,,,,England,,12813003,France,England,4,6,"FIFA World Cup, Knockout",World Cup 2026,Ended,1784408400
Marc Guéhi,Marc,Guehi,marc-guehi,M. Guéhi,D,15,182,30377,M,MarcGuehi13,"{'alpha2': 'EN', 'alpha3': 'ENG', 'name': 'England', 'slug': 'england'}",877994,EUR,963446400,"{'value': 66000000, 'currency': 'EUR'}","{'nameTranslation': {'ar': 'مارك غيهي', 'bn': 'মার্ক গুয়েহি', 'hi': 'मार्क गुएही', 'ru': 'Марк Гехи'}, 'shortNameTranslation': {'ar': 'م. غيهي', 'bn': 'এম. গুয়েহি', 'hi': 'एम. गुएही', 'ru': 'М. Гехи'}}",4713,6,6,D,FALSE,77,72,5,1,0,59,62,13,15,1,,1,,,,,89,88,7.3,5,0.00413899,,"{'original': 7.3, 'alternative': 6.9}",0,,0.27,0.74,,"{'sportSlug': 'football', 'statisticsType': 'player'}",,,,4,1,,2,2,1,,,1,1,30.37,9.07,8,272.7675787,32,179.9401953,30.55794373,32.88867258,1,0.23,1.14,0.46,0.07,,3,1,,2,,,1,,,,,,,,,,,,,,England,,12813003,France,England,4,6,"FIFA World Cup, Knockout",World Cup 2026,Ended,1784408400
Djed Spence,,,djed-spence,D. Spence,D,24,184,14717,M,fpquam,"{'alpha2': 'EN', 'alpha3': 'ENG', 'name': 'England', 'slug': 'england'}",945798,EUR,965779200,"{'value': 31000000, 'currency': 'EUR'}","{'nameTranslation': {'ar': 'دجيد سبينس', 'bn': 'জেড. স্পেন্স', 'hi': 'जेड स्पेंस', 'ru': 'Джед Спенс'}, 'shortNameTranslation': {'ar': 'د. سبينس', 'bn': 'ডি. স্পেন্স', 'hi': 'डी. स्पेंस', 'ru': 'Д. Спенс'}}",4713,25,25,D,FALSE,37,32,2,1,0,16,18,16,19,5,,3,,,,,90,60,6.9,9,0.0108482,,"{'original': 6.9, 'alternative': 7.2}",0,,0.08,-0.26,,"{'sportSlug': 'football', 'statisticsType': 'player'}",,,,10,4,,1,5,3,1,,2,2,34.45,9.68,22,225.1890087,15,102.606181,34.14114191,110.0311111,4,0.1,1.32,0.48,0.33,2,3,3,,1,,,,,,,,,,,,,,1,,,England,,12813003,France,England,4,6,"FIFA World Cup, Knockout",World Cup 2026,Ended,1784408400
Declan Rice,Declan,Rice,declan-rice,D. Rice,M,41,188,81202,M,DeclanRice,"{'alpha2': 'EN', 'alpha3': 'ENG', 'name': 'England', 'slug': 'england'}",856714,EUR,916272000,"{'value': 114000000, 'currency': 'EUR'}","{'nameTranslation': {'ar': 'ديكلان رايس', 'bn': 'ডেক্লান রাইস', 'hi': 'डेक्लान राइस', 'ru': 'Деклан Райс'}, 'shortNameTranslation': {'ar': 'د. رايس', 'bn': 'ডি. রাইস', 'hi': 'डी. राइस', 'ru': 'Д. Райс'}}",4713,4,4,M,FALSE,91,87,3,2,1,62,63,25,28,2,1,8,,,,,90,112,9.6,7,0.199575,,"{'original': 9.6, 'alternative': 8.6}",1,,0.73,0.19,,"{'sportSlug': 'football', 'statisticsType': 'player'}",5,,,7,,2,3,7,2,1,,,1,32.83,10.23,10,207.9803972,27,28.47734122,20.16153056,31.63378587,2,0.29,1.12,0.38,0.2,,,,,,,0.0447,2,0.51,,,,1,0.2935,1,,,,,3,,England,TRUE,12813003,France,England,4,6,"FIFA World Cup, Knockout",World Cup 2026,Ended,1784408400
Bukayo Saka,Bukayo,Saka,bukayo-saka,B. Saka,F,7,178,212806,M,BSaka7,"{'alpha2': 'EN', 'alpha3': 'ENG', 'name': 'England', 'slug': 'england'}",934235,EUR,999648000,"{'value': 115000000, 'currency': 'EUR'}","{'nameTranslation': {'ar': 'بوكايو ساكا', 'bn': 'বুকায়ো সাকা', 'hi': 'बुकायो साका', 'ru': 'Букайо Сака'}, 'shortNameTranslation': {'ar': 'ب. ساكا', 'bn': 'বি. সাকা', 'hi': 'बी. साका', 'ru': 'Б. Сака'}}",4713,7,7,M,FALSE,23,18,2,1,0,8,10,10,13,5,,5,,,,,90,42,9.5,10,0.207253,,"{'original': 9.5, 'alternative': 9.4}",5,,-0.33,-0.16,,"{'sportSlug': 'football', 'statisticsType': 'player'}",4,4,,6,1,,,3,1,1,,2,,34.62,10.48,20,209.6034198,17,133.5725171,24.82866895,123.939991,6,0.48,1.73,0.79,0.35,1,,1,,,1,1.4944,3,1,1,,1,4,2.2047,3,1,,,,1,,England,,12813003,France,England,4,6,"FIFA World Cup, Knockout",World Cup 2026,Ended,1784408400
Morgan Rogers,,,morgan-rogers,M. Rogers,M,27,187,28126,M,mrogers,"{'alpha2': 'EN', 'alpha3': 'ENG', 'name': 'England', 'slug': 'england'}",948261,EUR,1027641600,"{'value': 86000000, 'currency': 'EUR'}","{'nameTranslation': {'ar': 'مورغان روجرز', 'bn': 'মরগান রজার্স', 'hi': 'मॉर्गन रोजर्स', 'ru': 'Морган Роджерс'}, 'shortNameTranslation': {'ar': 'م. روجرز', 'bn': 'এম. রজার্স', 'hi': 'एम. रोजर्स', 'ru': 'М. Роджерс'}}",4713,17,17,M,FALSE,42,38,3,3,0,23,24,15,18,4,2,6,,,,,90,52,6.5,7,0.0597965,,"{'original': 6.5, 'alternative': 6.6}",1,,0.12,-0.42,,"{'sportSlug': 'football', 'statisticsType': 'player'}",,,,5,3,,,1,,,,2,,32.67,11.15,7,171.4788395,22,70.68891343,13.19577324,13.33779926,1,0.12,1.71,0.63,0.16,1,,2,,,1,0.0676,3,0.02,,,,,,,,,,,,1,England,,12813003,France,England,4,6,"FIFA World Cup, Knockout",World Cup 2026,Ended,1784408400
Eberechi Eze,Eberechi,Eze,eberechi-eze,E. Eze,M,10,178,67003,M,eze,"{'alpha2': 'EN', 'alpha3': 'ENG', 'name': 'England', 'slug': 'england'}",864921,EUR,899078400,"{'value': 69000000, 'currency': 'EUR'}","{'nameTranslation': {'ar': 'إيبيريشي إيزي', 'bn': 'ইবেরেচি এজ', 'hi': 'एबेरची ईज़े', 'ru': 'Эберечи Эзе'}, 'shortNameTranslation': {'ar': 'إ. إيزي', 'bn': 'ই. এজ', 'hi': 'ई. ईज़े', 'ru': 'Э. Эзе'}}",4713,21,21,M,FALSE,56,56,,,1,33,33,23,23,1,,2,,,,,79,69,7.5,4,0.834439,,"{'original': 7.5, 'alternative': 7.8}",3,,0.58,-0.1,,"{'sportSlug': 'football', 'statisticsType': 'player'}",,,,4,3,,,,,2,,1,1,32.33,8.84,9,138.4846583,19,24.93377477,11.36724593,22.1780725,1,0.25,1.64,0.36,0.14,,1,3,,,2,0.0785,2,-0.23,,1,,,,,,,,,,,England,,12813003,France,England,4,6,"FIFA World Cup, Knockout",World Cup 2026,Ended,1784408400
Marcus Rashford,Marcus,Rashford,marcus-rashford,M. Rashford,F,10,188,397482,M,Rashford,"{'alpha2': 'EN', 'alpha3': 'ENG', 'name': 'England', 'slug': 'england'}",814590,EUR,878256000,"{'value': 38000000, 'currency': 'EUR'}","{'nameTranslation': {'ar': 'ماركوس راشفورد', 'bn': 'মার্কাস রাশফোর্ড', 'hi': 'मार्कस रैशफोर्ड', 'ru': 'Маркус Рашфорд'}, 'shortNameTranslation': {'ar': 'م. راشفورد', 'bn': 'এম. রাশফোর্ড', 'hi': 'एम. रैशफोर्ड', 'ru': 'М. Рашфорд'}}",4713,11,11,M,FALSE,20,18,1,,1,8,8,10,12,2,,1,,,,,45,34,6.9,7,0.065305,,"{'original': 6.9, 'alternative': 7.7}",3,,0.25,0.13,,"{'sportSlug': 'football', 'statisticsType': 'player'}",2,,,2,3,,,,,,,,,33.99,5.9,16,97.95297129,10,75.02885976,25.40982747,57.66448812,3,0.35,0.86,0.34,0.34,1,,2,,,1,0.5092,3,-0.54,3,,1,2,0.3096,,,,,,,,England,,12813003,France,England,4,6,"FIFA World Cup, Knockout",World Cup 2026,Ended,1784408400
Ivan Toney,Ivan,Toney,ivan-toney,I. Toney,F,17,185,16932,M,ivantoney,"{'alpha2': 'EN', 'alpha3': 'ENG', 'name': 'England', 'slug': 'england'}",290927,EUR,826934400,"{'value': 22000000, 'currency': 'EUR'}","{'nameTranslation': {'ar': 'إيفان توني', 'bn': 'ইভান টোনি', 'hi': 'इवान टोनी', 'ru': 'Иван Тони'}, 'shortNameTranslation': {'ar': 'إ. توني', 'bn': 'আই. টনি', 'hi': 'आई. टोनी', 'ru': 'И. Тони'}}",4713,22,22,F,FALSE,18,14,2,1,0,8,9,6,9,4,,2,,,,,79,34,6.9,7,0.00255655,,"{'original': 6.9, 'alternative': 6.4}",2,,-0.25,0.18,,"{'sportSlug': 'football', 'statisticsType': 'player'}",,2,1,6,,,,2,,1,,3,,27.72,8.52,8,59.38119166,11,7.856500464,,,0,0.17,1.37,0.4,0.09,2,1,,,,1,0.1122,,0.09,,,1,1,0.4185,,2,,,,,,England,,12813003,France,England,4,6,"FIFA World Cup, Knockout",World Cup 2026,Ended,1784408400
Ollie Watkins,Ollie,Watkins,ollie-watkins,O. Watkins,F,11,179,23984,M,OllieWatkins,"{'alpha2': 'EN', 'alpha3': 'ENG', 'name': 'England', 'slug': 'england'}",555386,EUR,820281600,"{'value': 26000000, 'currency': 'EUR'}","{'nameTranslation': {'ar': 'أولي واتكينز', 'bn': 'অলি ওয়াটকিন্স', 'hi': 'ओली वॉटकिंस', 'ru': 'Олли Уоткинс'}, 'shortNameTranslation': {'ar': 'أ. واتكينز', 'bn': 'ও. ওয়াটকিন্স', 'hi': 'ओ. वॉटकिंस', 'ru': 'О. Уоткинс'}}",4713,19,19,F,TRUE,11,9,,,0,4,4,5,7,6,,,,,,,45,23,6.7,7,0.35992,,"{'original': 6.7, 'alternative': 7.1}",1,,-0.34,0.29,,"{'sportSlug': 'football', 'statisticsType': 'player'}",1,2,2,6,3,,,2,2,1,,,1,34.69,4.9,11,65.48605844,6,55.39564456,20.29053025,40.96071835,2,0.26,0.69,0.36,0.31,2,,2,,,,0.0483,2,-0.34,1,1,,,,,,,,,,,England,,12813003,France,England,4,6,"FIFA World Cup, Knockout",World Cup 2026,Ended,1784408400
Elliot Anderson,,,elliot-anderson,E. Anderson,M,8,179,31987,M,n5za3f,"{'alpha2': 'EN', 'alpha3': 'ENG', 'name': 'England', 'slug': 'england'}",994546,EUR,1036540800,"{'value': 68000000, 'currency': 'EUR'}","{'nameTranslation': {'ar': 'إليوت أندرسون', 'bn': 'এলিয়ট অ্যান্ডারসন', 'hi': 'इलियट एंडरसन', 'ru': 'Эллиот Андерсон'}, 'shortNameTranslation': {'ar': 'إ. أندرسون', 'bn': 'ই. অ্যান্ডারসন', 'hi': 'ई. एंडरसन', 'ru': 'Э. Андерсон'}}",4713,8,8,M,TRUE,11,11,,,0,8,8,3,3,1,,1,,,,,11,14,6.5,1,0.00053756,,"{'original': 6.5, 'alternative': 6.5}",0,,0.02,-0.02,,"{'sportSlug': 'football', 'statisticsType': 'player'}",,,,1,,,,1,1,,,,,27.95,1.88,4,27.13339647,5,-11.38314646,,,0,-0.14,0.26,0.13,0.04,1,,,,,,,,,,,,,,,,,,,,,England,,12813003,France,England,4,6,"FIFA World Cup, Knockout",World Cup 2026,Ended,1784408400
Jude Bellingham,,,jude-bellingham,J. Bellingham,M,5,188,1345495,M,JudeBell,"{'alpha2': 'EN', 'alpha3': 'ENG', 'name': 'England', 'slug': 'england'}",991011,EUR,1056844800,"{'value': 123000000, 'currency': 'EUR'}","{'nameTranslation': {'ar': 'جود بيلينغهام', 'bn': 'জুড বেলিংহাম', 'hi': 'जूड बेलिंघम', 'ru': 'Джуд Беллингем'}, 'shortNameTranslation': {'ar': 'ج. بيلينغهام', 'bn': 'জে. বেলিংহাম', 'hi': 'जे. बेलिंघम', 'ru': 'Д. Беллингем'}}",4713,10,10,M,TRUE,9,6,1,1,0,2,4,4,5,2,1,1,,,,,11,20,8.2,5,0.00214113,,"{'original': 8.2, 'alternative': 7.7}",2,,0.01,-0.11,,"{'sportSlug': 'football', 'statisticsType': 'player'}",,,,6,5,,,,,1,,1,,32.96,1.91,4,53.81190683,6,24.04676577,7.358549282,7.487435075,1,0.53,0.35,0.15,0.06,1,,5,,,,0.437,,0.53,,,1,2,1.0672,1,,,,,,,England,,12813003,France,England,4,6,"FIFA World Cup, Knockout",World Cup 2026,Ended,1784408400
Reece James,Reece,James,reece-james,R. James,D,24,180,56689,M,ReeceJ,"{'alpha2': 'EN', 'alpha3': 'ENG', 'name': 'England', 'slug': 'england'}",885908,EUR,944611200,"{'value': 63000000, 'currency': 'EUR'}","{'nameTranslation': {'ar': 'ريس جيمس', 'bn': 'রিস জেমস', 'hi': 'रीस जेम्स', 'ru': 'Рис Джеймс'}, 'shortNameTranslation': {'ar': 'ر. جيمس', 'bn': 'আর. জেমস', 'hi': 'आर. जेम्स', 'ru': 'Р. Джеймс'}}",4713,24,24,D,TRUE,4,3,,,0,2,2,1,2,,,,,,,,16,8,6.5,1,0.00025051,,"{'original': 6.5, 'alternative': 6.7}",0,,-0.01,-0.07,,"{'sportSlug': 'football', 'statisticsType': 'player'}",,,,2,1,1,,1,1,,,,,26.29,1.35,2,3.811538403,1,-1.291064659,,,0,0.05,0.17,0.12,0.03,,1,1,,,,,,,,,,,,,,,,,,,England,,12813003,France,England,4,6,"FIFA World Cup, Knockout",World Cup 2026,Ended,1784408400
Trevoh Chalobah,Trevoh,Chalobah,trevoh-chalobah,T. Chalobah,D,23,190,16536,M,yungchalobah,"{'alpha2': 'EN', 'alpha3': 'ENG', 'name': 'England', 'slug': 'england'}",826134,EUR,931132800,"{'value': 43000000, 'currency': 'EUR'}","{'nameTranslation': {'ar': 'تريفوه تشالوبا', 'bn': 'ত্রেভহ চালোবাহ', 'hi': 'ट्रेवोह चालोबा', 'ru': 'Трево Чалоба'}, 'shortNameTranslation': {'ar': 'ت. تشالوبا', 'bn': 'টি. চালোবাহ', 'hi': 'टी. चालोबा', 'ru': 'Т. Чалоба'}}",4713,12,12,D,TRUE,,,,,0,,,,,1,1,,,,,,1,1,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",,,,,,,,,,,,,,24.11,0.38,0,,,,,,,,0.03,0.02,0,,1,,,,,,,,,,,,,,,,,,,,England,,12813003,France,England,4,6,"FIFA World Cup, Knockout",World Cup 2026,Ended,1784408400
James Trafford,James,Trafford,james-trafford,J. Trafford,G,1,197,25591,M,jvvwqy,"{'alpha2': 'EN', 'alpha3': 'ENG', 'name': 'England', 'slug': 'england'}",980643,EUR,1034208000,"{'value': 27000000, 'currency': 'EUR'}","{'nameTranslation': {'ar': 'جيمس ترافورد', 'bn': 'জেমস ট্র্যাফোর্ড', 'hi': 'जेम्स ट्रैफोर्ड', 'ru': 'Джеймс Траффорд'}, 'shortNameTranslation': {'ar': 'ج. ترافورد', 'bn': 'জে. ট্র্যাফোর্ড', 'hi': 'जे. ट्रैफोर्ड', 'ru': 'Д. Траффорд'}}",4713,23,23,G,TRUE,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,England,,12813003,France,England,4,6,"FIFA World Cup, Knockout",World Cup 2026,Ended,1784408400
Jordan Pickford,Jordan,Pickford,jordan-pickford,J. Pickford,G,1,185,10888,M,jpickford1,"{'alpha2': 'EN', 'alpha3': 'ENG', 'name': 'England', 'slug': 'england'}",138530,EUR,762998400,"{'value': 13900000, 'currency': 'EUR'}","{'nameTranslation': {'ar': 'جوردان بيكفورد', 'bn': 'জর্ডান পিকফোর্ড', 'hi': 'जॉर्डन पिकफोर्ड', 'ru': 'Джордан Пикфорд'}, 'shortNameTranslation': {'ar': 'ج. بيكفورد', 'bn': 'জে.পিকফোর্ড', 'hi': 'जे. पिकफोर्ड', 'ru': 'Д. Пикфорд'}}",4713,1,1,G,TRUE,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,England,,12813003,France,England,4,6,"FIFA World Cup, Knockout",World Cup 2026,Ended,1784408400
Dan Burn,,,dan-burn,D. Burn,D,33,201,5806,M,nd9d6x,"{'alpha2': 'EN', 'alpha3': 'ENG', 'name': 'England', 'slug': 'england'}",99090,EUR,705369600,"{'value': 4099999, 'currency': 'EUR'}","{'nameTranslation': {'ar': 'دان بيرن', 'bn': 'ড্যান বার্ন', 'hi': 'डैन बर्न', 'ru': 'Дэн Берн'}, 'shortNameTranslation': {'ar': 'د. بيرن', 'bn': 'ডি বার্ন', 'hi': 'डी. बर्न', 'ru': 'Д. Берн'}}",4713,15,15,D,TRUE,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,England,,12813003,France,England,4,6,"FIFA World Cup, Knockout",World Cup 2026,Ended,1784408400
John Stones,John,Stones,john-stones,J. Stones,D,,188,25491,M,johnstones5,"{'alpha2': 'EN', 'alpha3': 'ENG', 'name': 'England', 'slug': 'england'}",152077,EUR,770083200,"{'value': 10900000, 'currency': 'EUR'}","{'nameTranslation': {'ar': 'جون ستونز', 'bn': 'জন স্টোনস', 'hi': 'जॉन स्टोन्स', 'ru': 'Джон Стоунс'}, 'shortNameTranslation': {'ar': 'ج. ستونز', 'bn': 'জে. স্টোনস', 'hi': 'जे. स्टोन्स', 'ru': 'Д. Стоунс'}}",4713,5,5,D,TRUE,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,England,,12813003,France,England,4,6,"FIFA World Cup, Knockout",World Cup 2026,Ended,1784408400
Nico O'Reilly,Nico,O’Reilly,nico-o-reilly,N. O’Reilly,D,33,193,34648,M,iwsxkt,"{'alpha2': 'EN', 'alpha3': 'ENG', 'name': 'England', 'slug': 'england'}",1142703,EUR,1111363200,"{'value': 76000000, 'currency': 'EUR'}","{'nameTranslation': {'ar': 'نيكو أوريلي', 'bn': ""নিকো ও'রেইলি"", 'hi': ""निको ओ'रेली"", 'ru': ""Нико О'Райли""}, 'shortNameTranslation': {'ar': 'ن. أوريلي', 'bn': ""এন. ও'রেইলি"", 'hi': ""एन. ओ'रेली"", 'ru': ""Н. О'Райли""}}",4713,3,3,D,TRUE,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,England,,12813003,France,England,4,6,"FIFA World Cup, Knockout",World Cup 2026,Ended,1784408400
Jordan Henderson,,,jordan-henderson,J. Henderson,M,6,183,7633,M,jordanhenderson,"{'alpha2': 'EN', 'alpha3': 'ENG', 'name': 'England', 'slug': 'england'}",42694,EUR,645580800,"{'value': 1300000, 'currency': 'EUR'}","{'nameTranslation': {'ar': 'جوردان هندرسون', 'bn': 'জর্ডান হেন্ডারসন', 'hi': 'जॉर्डन हेंडरसन', 'ru': 'Джордан Хендерсон'}, 'shortNameTranslation': {'ar': 'ج. هندرسون', 'bn': 'জে. হেন্ডারসন', 'hi': 'जे. हेंडरसन', 'ru': 'Д. Хендерсон'}}",4713,14,14,M,TRUE,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,England,,12813003,France,England,4,6,"FIFA World Cup, Knockout",World Cup 2026,Ended,1784408400
